sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
901,"3297","10621-2","649.747148469569",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
901,"3556","10621-2","353.018947708975","1129","1","STATIC",3,3,8
901,"3856","10621-1","322.321945710124","1129","1","STATIC",3,3,8
901,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
901,"4052","56-3","462.209485199091","1129","1","STATIC",3,3,8
901,"4075","10621-1","155.634944338001","1129","1","STATIC",3,3,8
901,"4320","10621-2","791.970300448171",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
902,"1444","57-1","378.613263462709","1129","3","STATIC",3,3,8
902,"2032","10621-1","186.928992292713","1129","1","STATIC",3,3,8
902,"2803","10621-1","877.889983775187",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
902,"3297","10621-2","670.796569751428",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
902,"3556","10621-2","384.020407389605","1129","1","STATIC",3,3,8
902,"3856","10621-1","333.886098854437","1129","1","STATIC",3,3,8
902,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
902,"4052","10621-1","7.81740143641832","1129","1","STATIC",3,3,8
902,"4075","10621-1","166.376013996137","1129","1","STATIC",3,3,8
902,"4320","10621-2","825.068726414778",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
903,"1444","57-1","389.535612196781","1129","3","STATIC",3,3,8
903,"2032","10621-1","198.246830451323","1129","1","STATIC",3,3,8
903,"2803","10621-1","886.148034032018",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
903,"3297","10621-2","692.048834267605",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
903,"3556","10621-2","415.021867070234","1129","1","STATIC",3,3,8
903,"3856","10621-1","345.336884657494","1129","1","STATIC",3,3,8
903,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
903,"4052","10621-1","19.491456672178","1129","1","STATIC",3,3,8
903,"4075","10621-1","177.108440470069","1129","1","STATIC",3,3,8
903,"4320","10621-2","858.399457797915",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
904,"1444","57-1","397.532859536238","1129","3","STATIC",3,3,8
904,"2032","10621-1","209.728896006014","1129","1","STATIC",3,3,8
904,"2803","10621-1","894.504587609484",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
904,"3297","10621-2","713.301098783782",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
904,"3556","10621-2","446.277873668316","1129","1","STATIC",3,3,8
904,"3856","10621-1","356.674303119297","1129","1","STATIC",3,3,8
904,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
904,"4052","10621-1","31.1655119079377","1129","1","STATIC",3,3,8
904,"4075","10621-1","188.11185857342","1129","1","STATIC",3,3,8
904,"4320","10621-2","891.962494597583",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
905,"1444","57-1","402.800032210758","1129","3","STATIC",3,3,8
905,"2032","10621-1","221.375188956786","1129","1","STATIC",3,3,8
905,"2803","10621-1","902.959644507586",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
905,"3297","10621-2","734.35052006564",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
905,"3556","10621-2","477.788427183851","1129","1","STATIC",3,3,8
905,"3856","10621-1","367.898354239845","1129","1","STATIC",3,3,8
905,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
905,"4052","10621-1","42.5400357560053","1129","1","STATIC",3,3,8
905,"4075","10621-1","199.496842254527","1129","1","STATIC",3,3,8
905,"4320","10621-2","925.757836813781",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
905,"4424","10632-1","6.40180587299665","1124","3","STATIC",3,3,8
906,"1444","57-1","405.691870243218","1129","3","STATIC",3,3,8
906,"2032","10621-1","233.185709303639","1129","1","STATIC",3,3,8
906,"2803","10621-1","911.513204726323",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
906,"3297","10621-2","755.197098113181",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
906,"3556","10621-2","509.553527616839",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
906,"3856","10621-1","379.009038019138","1129","1","STATIC",3,3,8
906,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
906,"4052","10621-1","53.615028216381","1129","1","STATIC",3,3,8
906,"4075","10621-1","211.100035018912","1129","1","STATIC",3,3,8
906,"4424","10632-1","18.4936391508928","1124","3","STATIC",3,3,8
907,"1444","57-1","406.87910055146","1129","3","STATIC",3,3,8
907,"2032","10621-1","245.160457046572","1129","1","STATIC",3,3,8
907,"2803","10621-1","920.165268265695",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
907,"3297","10621-2","775.840832926403",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
907,"3556","10621-2","541.573174967279",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
907,"3856","10621-1","390.006354457176","1129","1","STATIC",3,3,8
907,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
907,"4052","10621-1","64.3904892890647","1129","1","STATIC",3,3,8
907,"4075","10621-1","222.921436866576","1129","1","STATIC",3,3,8
907,"4424","10632-1","30.6811505957767","1124","3","STATIC",3,3,8
908,"1444","57-1","407.257984614297","1129","3","STATIC",3,3,8
908,"2032","10621-1","257.135204789505","1129","1","STATIC",3,3,8
908,"2803","10621-1","928.915835125703",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
908,"3297","10621-2","796.484567739625",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
908,"3556","10621-2","573.59282231772",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
908,"3856","10621-1","400.89030355396","1129","1","STATIC",3,3,8
908,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
908,"4052","10621-1","75.1659503617484","1129","1","STATIC",3,3,8
908,"4075","10621-1","234.961047797519","1129","1","STATIC",3,3,8
908,"4424","10632-1","42.8686620406606","1124","3","STATIC",3,3,8
909,"1444","57-1","407.382345359635","1129","3","STATIC",3,3,8
909,"2032","10621-1","268.945725136357","1129","1","STATIC",3,3,8
909,"2803","10621-1","937.764905306346",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
909,"3297","10621-2","817.331145787165",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
909,"3556","10621-2","605.357922750707",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
909,"3856","10621-1","411.660885309488","1129","1","STATIC",3,3,8
909,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
909,"4052","10621-1","86.2409428221241","1129","1","STATIC",3,3,8
909,"4075","10621-1","247.093368845699","1129","1","STATIC",3,3,8
909,"4424","56-1","13.4837888969344","1124","3","STATIC",3,3,8
910,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
910,"2032","10621-1","280.592018087129","1129","1","STATIC",3,3,8
910,"3297","10621-2","838.380567069024",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
910,"3556","10621-2","636.868476266242",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
910,"3856","10621-1","422.431467065017","1129","1","STATIC",3,3,8
910,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
910,"4052","10621-1","97.6154666701917","1129","1","STATIC",3,3,8
910,"4075","10621-1","259.100190927838","1129","1","STATIC",3,3,8
910,"4424","56-1","25.4799440078427","1124","3","STATIC",3,3,8
911,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
911,"2032","10621-1","292.07408364182","1129","1","STATIC",3,3,8
911,"3297","10621-2","859.632831585201",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
911,"3556","10621-2","668.124482864324",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
911,"3856","10621-1","433.3154161618","1129","1","STATIC",3,3,8
911,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
911,"4052","10621-1","109.289521905951","1129","1","STATIC",3,3,8
911,"4075","10621-1","270.888803926699","1129","1","STATIC",3,3,8
911,"4424","56-2","37.3804209517631","1124","3","STATIC",3,3,8
912,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
912,"2032","10621-1","303.39192180043","1129","1","STATIC",3,3,8
912,"3297","10621-2","880.885096101378",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
912,"3556","10621-2","699.125942544954",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
912,"3856","10621-1","444.312732599838","1129","1","STATIC",3,3,8
912,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
912,"4052","10621-1","120.963577141711","1129","1","STATIC",3,3,8
912,"4075","10621-1","282.45920784228","1129","1","STATIC",3,3,8
912,"4424","56-2","49.1852197286958","1124","3","STATIC",3,3,8
913,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
913,"2032","10621-1","314.54553256296","1129","1","STATIC",3,3,8
913,"3297","10621-2","901.934517383237",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
913,"3556","10621-2","730.127402225583",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
913,"3856","10621-1","455.423416379131","1129","1","STATIC",3,3,8
913,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
913,"4052","10621-1","132.338100989779","1129","1","STATIC",3,3,8
913,"4075","10621-1","293.83661200103","1129","1","STATIC",3,3,8
913,"4424","56-2","60.8943403386406","1124","3","STATIC",3,3,8
914,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
914,"2032","10621-1","325.534915929409","1129","1","STATIC",3,3,8
914,"3297","10621-2","922.781095430777",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
914,"3556","10621-2","761.080435806491",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
914,"3856","10621-1","466.647467499679","1129","1","STATIC",3,3,8
914,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
914,"4052","10621-1","143.413093450154","1129","1","STATIC",3,3,8
914,"4075","10621-1","305.044732684801","1129","1","STATIC",3,3,8
914,"4424","56-3","72.5077827815976","1124","3","STATIC",3,3,8
915,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
915,"2032","10621-1","336.360071899777","1129","1","STATIC",3,3,8
915,"3556","10621-2","791.674729662012",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
915,"3856","10621-1","477.984885961482","1129","1","STATIC",3,3,8
915,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
915,"4052","10621-1","154.188554522838","1129","1","STATIC",3,3,8
915,"4075","10621-1","316.080662443658","1129","1","STATIC",3,3,8
915,"4424","56-3","84.0255470575667","1124","3","STATIC",3,3,8
916,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
916,"2032","10621-1","347.185227870145","1129","1","STATIC",3,3,8
916,"3556","10621-2","821.89516517239",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
916,"3856","10621-1","489.43567176454","1129","1","STATIC",3,3,8
916,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
916,"4052","10621-1","164.964015595522","1129","1","STATIC",3,3,8
916,"4075","10621-1","326.941689633768","1129","1","STATIC",3,3,8
916,"4424","56-3","95.447633166548","1124","3","STATIC",3,3,8
917,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
917,"2032","10621-1","358.174611236593","1129","1","STATIC",3,3,8
917,"3556","10621-2","851.742052426353",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
917,"3856","10621-1","500.999824908852","1129","1","STATIC",3,3,8
917,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
917,"4052","10621-1","176.039008055897","1129","1","STATIC",3,3,8
917,"4075","10621-1","337.708613002522","1129","1","STATIC",3,3,8
917,"4424","56-3","106.774041108542","1124","3","STATIC",3,3,8
918,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
918,"2032","10621-1","369.328221999123","1129","1","STATIC",3,3,8
918,"3556","10621-2","881.231713619161",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
918,"3856","10621-1","512.677345394419",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
918,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
918,"4052","10621-1","187.413531903965","1129","1","STATIC",3,3,8
918,"4075","10621-1","348.466639539239","1129","1","STATIC",3,3,8
918,"4424","56-3","118.004770883547","1124","3","STATIC",3,3,8
919,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
919,"2032","10621-1","380.646060157733","1129","1","STATIC",3,3,8
919,"3556","10621-2","910.380759125632",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
919,"3856","10621-1","524.468233221241",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
919,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
919,"4052","10621-1","199.087587139725","1129","1","STATIC",3,3,8
919,"4075","10621-1","359.327027732111","1129","1","STATIC",3,3,8
919,"4424","56-3","129.139822491565","1124","3","STATIC",3,3,8
920,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
920,"2032","10621-1","392.128125712424","1129","1","STATIC",3,3,8
920,"3856","10621-1","536.259121048064",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
920,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
920,"4052","10621-1","210.761642375484","1129","1","STATIC",3,3,8
920,"4075","10621-1","370.571699761908","1129","1","STATIC",3,3,8
920,"4424","56-3","140.179195932595","1124","3","STATIC",3,3,8
921,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
921,"2032","10621-1","403.774418663196","1129","1","STATIC",3,3,8
921,"3856","10621-1","547.936641533631",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
921,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
921,"4052","10621-1","222.136166223552","1129","1","STATIC",3,3,8
921,"4075","10621-1","382.204505599815","1129","1","STATIC",3,3,8
921,"4424","56-3","151.122891206637",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
922,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
922,"2032","10621-1","415.584939010048","1129","1","STATIC",3,3,8
922,"3856","10621-1","559.500794677943",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
922,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
922,"4052","10621-1","233.211158683928","1129","1","STATIC",3,3,8
922,"4075","10621-1","394.055520521","1129","1","STATIC",3,3,8
922,"4424","56-3","161.970908313692",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
922,"4556","10632-1","2.4739164392181","1124","3","STATIC",3,3,8
923,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
923,"2032","10621-1","427.559686752981","1129","1","STATIC",3,3,8
923,"3856","10621-1","570.951580481001",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
923,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
923,"4052","10621-1","243.986619756612","1129","1","STATIC",3,3,8
923,"4075","10621-1","406.124744525464","1129","1","STATIC",3,3,8
923,"4424","56-3","172.723247253758",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
923,"4556","10632-1","13.5912536303521","1124","3","STATIC",3,3,8
924,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
924,"2032","10621-1","439.534434495915","1129","1","STATIC",3,3,8
924,"3856","10621-1","582.288998942803",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
924,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
924,"4052","10621-1","254.762080829295","1129","1","STATIC",3,3,8
924,"4075","10621-1","418.301405167641","1129","1","STATIC",3,3,8
924,"4424","56-3","183.475586193825",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
924,"4556","10632-1","24.7085908214861","1124","3","STATIC",3,3,8
925,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
925,"2032","10621-1","451.344954842767","1129","1","STATIC",3,3,8
925,"3856","10621-1","593.513050063351",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
925,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
925,"4052","10621-1","265.837073289671","1129","1","STATIC",3,3,8
925,"4075","10621-1","430.367293364253","1129","1","STATIC",3,3,8
925,"4424","56-3","194.323603300879",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
925,"4556","10632-1","36.0686420737064","1124","3","STATIC",3,3,8
926,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
926,"2032","10621-1","462.991247793539","1129","1","STATIC",3,3,8
926,"3856","10621-1","604.623733842644",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
926,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
926,"4052","10621-1","277.211597137739","1129","1","STATIC",3,3,8
926,"4075","10621-1","442.214972477586","1129","1","STATIC",3,3,8
926,"4424","56-3","205.267298574921",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
926,"4556","56-1","6.19470096539061","1124","3","STATIC",3,3,8
927,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
927,"2032","10621-1","474.47331334823","1129","1","STATIC",3,3,8
927,"3856","10621-1","615.621050280683",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
927,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
927,"4052","10621-1","288.885652373498","1129","1","STATIC",3,3,8
927,"4075","10621-1","453.84444250764","1129","1","STATIC",3,3,8
927,"4424","56-3","216.306672015951",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
927,"4556","56-1","18.0401803397834","1124","3","STATIC",3,3,8
928,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
928,"2032","10621-1","485.79115150684","1129","1","STATIC",3,3,8
928,"3856","10621-1","626.504999377466",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
928,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
928,"4052","10621-1","300.559707609258","1129","1","STATIC",3,3,8
928,"4075","10621-1","465.276087699079","1129","1","STATIC",3,3,8
928,"4424","56-3","227.441723623969",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
928,"4556","56-1","30.1283737752626","1124","3","STATIC",3,3,8
929,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
929,"2032","10621-1","496.94476226937","1129","1","STATIC",3,3,8
929,"3856","10621-1","637.275581132994",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
929,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
929,"4052","10621-1","311.934231457326","1129","1","STATIC",3,3,8
929,"4075","10621-1","476.530248363764","1129","1","STATIC",3,3,8
929,"4424","56-3","238.672453398975",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
929,"4556","56-1","42.2165672107417","1124","3","STATIC",3,3,8
930,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
930,"2032","10621-1","507.934145635818",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
930,"3856","10621-1","648.046162888523",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
930,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
930,"4052","10621-1","323.009223917701","1129","1","STATIC",3,3,8
930,"4075","10621-1","487.607017285959","1129","1","STATIC",3,3,8
930,"4424","56-3","249.998861340968",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
930,"4556","56-1","54.0620465851345","1124","3","STATIC",3,3,8
931,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
931,"2032","10621-1","518.759301606186",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
931,"3856","10621-1","658.930111985306",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
931,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
931,"4052","10621-1","333.784684990385","1129","1","STATIC",3,3,8
931,"4075","10621-1","498.506850344868","1129","1","STATIC",3,3,8
931,"4424","56-3","261.42094744995","1129","1","STATIC",3,3,8
931,"4556","56-1","65.6648118984411","1124","3","STATIC",3,3,8
932,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
932,"2032","10621-1","529.584457576554",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
932,"3856","10621-1","669.927428423344",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
932,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
932,"4052","10621-1","344.560146063069","1129","1","STATIC",3,3,8
932,"4075","10621-1","509.23056600547",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
932,"4424","56-3","272.938711725919","1129","1","STATIC",3,3,8
932,"4556","56-1","77.0248631506613","1124","3","STATIC",3,3,8
933,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
933,"2032","10621-1","540.573840943003",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
933,"3856","10621-1","681.038112202637",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
933,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
933,"4052","10621-1","355.635138523444","1129","1","STATIC",3,3,8
933,"4075","10621-1","519.863212604984",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
933,"4424","56-3","284.552154168876","1129","1","STATIC",3,3,8
933,"4556","56-1","88.1422003417954","1124","3","STATIC",3,3,8
934,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
934,"2032","10621-1","551.727451705533",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
934,"3856","10621-1","692.262163323185",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
934,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
934,"4052","10621-1","367.009662371512","1129","1","STATIC",3,3,8
934,"4075","10621-1","530.562045422711",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
934,"4424","56-3","296.261274778821","1129","1","STATIC",3,3,8
934,"4556","56-1","99.2595375329294","1124","3","STATIC",3,3,8
934,"4662","10632-1","4.54220166650202","1124","3","STATIC",3,3,8
935,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
935,"2032","10621-1","563.045289864143",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
935,"3856","10621-1","703.599581784988",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
935,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
935,"4052","10621-1","378.683717607272","1129","1","STATIC",3,3,8
935,"4075","10621-1","541.602810773916",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
935,"4424","56-3","308.066073555753","1129","1","STATIC",3,3,8
935,"4556","56-1","110.61958878515","1124","3","STATIC",3,3,8
935,"4662","10632-1","17.43445968136","1124","3","STATIC",3,3,8
936,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
936,"2032","10621-1","574.527355418834",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
936,"3856","10621-1","715.050367588046",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
936,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
936,"4052","10621-1","390.357772843031","1129","1","STATIC",3,3,8
936,"4075","10621-1","553.025166968668",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
936,"4424","56-3","319.966550499674","1129","1","STATIC",3,3,8
936,"4556","56-1","122.222354098456","1124","3","STATIC",3,3,8
936,"4662","10632-1","30.5351322195037","1124","3","STATIC",3,3,8
937,"1444","57-1","407.405001198764","1129","3","STATIC",3,3,8
937,"2032","10621-1","586.173648369606",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
937,"3856","10621-1","726.614520732358",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
