win,n,n_stop,spd,n_L1,n_stop_L1,spd_L1,zone,run
3750,36.4,23.5,21.1,13.9,9.9,10.9,10483_to31,h0
3900,39.3,24.8,20.0,15.4,10.3,14.9,10483_to31,h0
4050,32.1,17.6,27.0,14.2,8.6,21.7,10483_to31,h0
4200,32.0,20.2,19.9,15.5,11.3,12.2,10483_to31,h0
4350,40.9,27.5,17.9,15.1,10.3,14.5,10483_to31,h0
4500,38.3,24.4,21.5,16.1,11.4,13.7,10483_to31,h0
4650,34.8,22.2,21.2,15.2,10.7,14.3,10483_to31,h0
4800,36.2,23.8,20.4,15.2,11.3,11.6,10483_to31,h0
4950,39.2,21.9,25.2,13.0,8.2,18.3,10483_to31,h0
5100,40.2,27.9,18.0,15.2,11.9,12.4,10483_to31,h0
5250,38.7,24.6,19.7,14.4,9.7,16.3,10483_to31,h0
150,7.7,0.0,119.7,2.2,0.0,117.3,10638_to70,h0
300,14.7,0.0,112.1,4.0,0.0,106.8,10638_to70,h0
450,20.6,0.3,91.4,5.7,0.1,76.5,10638_to70,h0
600,19.7,0.0,98.5,6.0,0.0,92.1,10638_to70,h0
750,21.3,0.9,88.0,7.0,0.0,76.6,10638_to70,h0
900,25.9,0.8,77.8,6.9,0.0,70.5,10638_to70,h0
1050,21.0,0.0,100.3,6.3,0.0,82.4,10638_to70,h0
1200,23.5,0.0,95.7,7.0,0.0,78.2,10638_to70,h0
1350,21.9,0.1,106.0,6.6,0.0,95.9,10638_to70,h0
1500,16.9,0.1,100.6,5.1,0.0,82.8,10638_to70,h0
1650,23.6,0.0,95.3,6.6,0.0,74.2,10638_to70,h0
1800,20.0,0.0,99.8,6.6,0.0,83.2,10638_to70,h0
1950,20.3,0.2,96.2,6.7,0.1,84.3,10638_to70,h0
2100,24.7,0.5,85.0,7.2,0.1,69.9,10638_to70,h0
2250,21.1,0.1,91.2,6.5,0.0,74.0,10638_to70,h0
2400,19.8,0.1,98.3,6.0,0.1,78.6,10638_to70,h0
2550,19.0,0.0,97.8,5.6,0.0,78.8,10638_to70,h0
2700,21.6,0.3,83.8,6.8,0.0,73.7,10638_to70,h0
2850,16.6,0.0,103.1,5.0,0.0,84.3,10638_to70,h0
3000,13.5,0.0,103.7,4.3,0.0,83.2,10638_to70,h0
3150,14.6,0.0,97.2,5.0,0.0,76.7,10638_to70,h0
3300,18.8,0.0,89.8,6.9,0.0,72.7,10638_to70,h0
3450,18.4,0.0,98.3,6.2,0.0,85.6,10638_to70,h0
3600,22.0,0.1,95.3,6.4,0.0,76.3,10638_to70,h0
3750,18.2,0.1,99.7,6.0,0.0,84.5,10638_to70,h0
3900,20.5,0.4,87.7,7.5,0.4,68.0,10638_to70,h0
4050,17.0,0.1,96.6,5.4,0.0,78.6,10638_to70,h0
4200,17.8,0.1,99.4,5.0,0.0,75.8,10638_to70,h0
4350,16.1,0.1,99.7,5.0,0.0,80.3,10638_to70,h0
4500,15.0,0.0,101.3,4.5,0.0,82.9,10638_to70,h0
4650,16.9,0.1,96.0,4.9,0.0,77.6,10638_to70,h0
4800,15.5,0.0,106.3,4.6,0.0,90.7,10638_to70,h0
4950,14.9,0.0,102.9,4.9,0.0,85.1,10638_to70,h0
5100,15.2,0.0,99.1,5.2,0.0,80.7,10638_to70,h0
5250,19.3,0.0,97.6,6.6,0.0,82.5,10638_to70,h0
150,10.9,0.0,118.4,4.1,0.0,117.1,10645_to68,h0
300,16.6,0.0,114.1,6.4,0.0,111.2,10645_to68,h0
450,23.4,0.3,102.0,8.0,0.1,96.7,10645_to68,h0
600,19.8,0.0,108.1,7.5,0.0,108.2,10645_to68,h0
750,20.9,0.9,101.9,7.7,0.0,101.8,10645_to68,h0
900,22.6,0.6,99.6,7.9,0.0,101.6,10645_to68,h0
1050,20.7,0.0,114.0,7.1,0.0,111.2,10645_to68,h0
1200,19.5,0.0,114.1,6.5,0.0,112.5,10645_to68,h0
1350,22.0,0.0,113.9,7.4,0.0,111.6,10645_to68,h0
1500,17.2,0.0,112.4,6.3,0.0,106.0,10645_to68,h0
1650,22.5,0.0,106.4,7.6,0.0,98.0,10645_to68,h0
1800,18.7,0.0,116.3,7.4,0.0,113.9,10645_to68,h0
1950,20.7,0.0,111.5,8.1,0.0,108.4,10645_to68,h0
2100,23.2,0.4,103.7,8.2,0.0,99.9,10645_to68,h0
2250,17.3,0.0,114.0,6.1,0.0,110.7,10645_to68,h0
2400,19.3,0.0,113.3,6.5,0.0,110.3,10645_to68,h0
2550,17.4,0.0,115.0,5.7,0.0,108.5,10645_to68,h0
2700,19.1,0.3,101.9,6.5,0.0,101.2,10645_to68,h0
2850,16.2,0.0,115.1,5.4,0.0,110.5,10645_to68,h0
3000,13.2,0.0,117.8,4.9,0.0,114.7,10645_to68,h0
3150,13.1,0.0,116.2,4.9,0.0,112.6,10645_to68,h0
3300,17.7,0.0,110.3,7.4,0.0,106.5,10645_to68,h0
3450,17.4,0.0,113.4,6.5,0.0,112.9,10645_to68,h0
3600,21.8,0.1,108.1,7.6,0.0,103.0,10645_to68,h0
3750,19.4,0.1,111.8,7.6,0.0,108.1,10645_to68,h0
3900,18.6,0.0,104.3,7.1,0.0,98.0,10645_to68,h0
4050,16.7,0.1,110.8,6.1,0.0,106.7,10645_to68,h0
4200,15.5,0.0,115.8,4.7,0.0,113.9,10645_to68,h0
4350,15.5,0.1,112.7,4.9,0.0,111.9,10645_to68,h0
4500,15.3,0.0,115.6,5.5,0.0,113.2,10645_to68,h0
4650,14.8,0.1,110.7,4.7,0.0,106.6,10645_to68,h0
4800,16.6,0.0,114.2,5.8,0.0,111.5,10645_to68,h0
4950,14.5,0.0,116.0,5.1,0.0,115.4,10645_to68,h0
5100,13.2,0.0,114.7,4.8,0.0,113.9,10645_to68,h0
5250,19.0,0.0,109.6,7.0,0.0,107.3,10645_to68,h0
0,4.5,0.0,119.9,1.9,0.0,118.5,10491_to32,h0
150,22.3,0.0,108.1,9.1,0.0,97.4,10491_to32,h0
300,29.5,0.6,81.6,11.3,0.2,70.2,10491_to32,h0
450,31.0,0.2,90.1,12.1,0.1,72.7,10491_to32,h0
600,30.7,0.8,87.6,13.3,0.5,72.6,10491_to32,h0
750,37.0,0.6,76.2,15.9,0.6,51.9,10491_to32,h0
900,31.1,0.7,87.3,12.6,0.4,70.9,10491_to32,h0
1050,34.8,0.3,83.4,14.4,0.3,61.8,10491_to32,h0
1200,37.7,1.2,71.2,15.7,1.0,49.4,10491_to32,h0
1350,33.5,0.9,72.1,17.1,0.9,48.8,10491_to32,h0
1500,38.3,1.0,72.3,17.4,1.0,44.9,10491_to32,h0
1650,32.7,0.6,81.1,13.5,0.5,62.2,10491_to32,h0
1800,30.4,0.3,86.9,13.4,0.3,67.2,10491_to32,h0
1950,48.2,6.1,53.4,25.2,6.1,27.2,10491_to32,h0
2100,38.3,5.1,63.6,21.0,5.0,37.1,10491_to32,h0
2250,61.1,26.6,33.0,42.4,26.5,11.6,10491_to32,h0
2400,57.3,18.2,38.8,38.1,18.0,15.5,10491_to32,h0
2550,55.7,21.2,35.2,39.3,21.1,14.4,10491_to32,h0
2700,57.9,22.3,32.8,40.6,22.2,13.6,10491_to32,h0
2850,42.8,8.1,45.1,27.4,8.1,23.5,10491_to32,h0
3000,43.2,8.3,44.6,27.4,8.2,22.7,10491_to32,h0
3150,39.4,6.8,49.5,23.9,6.7,28.5,10491_to32,h0
3300,39.7,6.6,59.0,22.1,6.4,29.6,10491_to32,h0
3450,59.7,19.5,38.2,36.2,19.3,16.3,10491_to32,h0
3600,44.7,5.0,54.9,24.9,5.0,29.3,10491_to32,h0
3750,50.8,13.2,43.4,31.8,13.1,17.9,10491_to32,h0
3900,44.1,10.3,48.6,27.1,10.3,23.4,10491_to32,h0
4050,46.9,12.7,45.3,31.2,12.6,20.1,10491_to32,h0
4200,41.6,9.9,51.7,26.1,9.9,25.3,10491_to32,h0
4350,54.5,18.6,35.8,36.9,18.6,14.2,10491_to32,h0
4500,50.0,11.9,41.5,31.2,11.7,18.0,10491_to32,h0
4650,41.2,6.6,53.5,24.0,6.2,30.9,10491_to32,h0
4800,38.6,7.2,54.4,24.3,7.2,29.7,10491_to32,h0
4950,47.9,18.4,41.2,33.8,18.4,17.2,10491_to32,h0
5100,55.6,19.2,41.8,35.2,19.2,17.4,10491_to32,h0
5250,48.4,14.0,43.9,30.9,13.9,22.2,10491_to32,h0
0,5.8,0.0,117.8,2.5,0.0,113.9,10479_to31,h0
150,24.2,0.0,107.3,10.7,0.0,100.1,10479_to31,h0
300,33.3,0.6,84.8,13.9,0.2,74.4,10479_to31,h0
450,33.0,0.2,87.6,14.4,0.2,71.3,10479_to31,h0
600,29.6,0.0,98.8,12.6,0.0,89.7,10479_to31,h0
750,45.3,1.3,68.9,20.3,1.3,47.3,10479_to31,h0
900,29.7,0.2,93.6,12.6,0.2,79.2,10479_to31,h0
1050,42.6,1.8,77.2,18.6,1.8,56.6,10479_to31,h0
1200,53.8,4.7,52.0,26.4,4.6,31.2,10479_to31,h0
1350,43.7,2.0,58.7,22.6,1.8,40.1,10479_to31,h0
1500,45.5,2.0,63.4,22.0,1.9,41.1,10479_to31,h0
1650,38.1,1.1,73.4,17.6,1.1,54.9,10479_to31,h0
1800,40.8,1.6,71.6,19.6,1.6,52.1,10479_to31,h0
1950,51.0,2.7,54.8,25.4,2.7,32.6,10479_to31,h0
2100,44.3,3.9,56.8,24.9,3.9,35.0,10479_to31,h0
2250,61.4,19.5,36.9,39.0,19.3,16.5,10479_to31,h0
2400,68.9,19.1,33.6,41.0,18.9,14.6,10479_to31,h0
2550,62.9,17.7,33.6,39.6,17.7,15.2,10479_to31,h0
2700,79.5,27.8,26.1,49.1,27.6,10.2,10479_to31,h0
2850,77.7,24.7,26.1,45.7,23.7,11.7,10479_to31,h0
3000,72.0,18.4,29.0,42.1,17.9,14.0,10479_to31,h0
3150,69.8,17.8,30.9,39.4,16.8,16.3,10479_to31,h0
3300,57.1,8.6,44.8,30.9,8.3,24.1,10479_to31,h0
3450,53.8,7.4,49.2,27.8,7.2,29.9,10479_to31,h0
3600,61.5,9.4,42.0,31.8,9.1,22.5,10479_to31,h0
3750,54.4,6.0,43.7,30.5,6.0,22.1,10479_to31,h0
3900,50.3,7.1,46.2,28.9,7.1,25.6,10479_to31,h0
4050,47.1,7.3,48.2,29.8,7.3,25.3,10479_to31,h0
4200,56.2,10.8,40.9,31.2,10.7,21.5,10479_to31,h0
4350,57.3,10.8,39.3,33.1,10.7,19.1,10479_to31,h0
4500,63.7,16.0,33.7,39.2,15.8,15.1,10479_to31,h0
4650,50.9,6.7,45.3,29.3,6.6,26.9,10479_to31,h0
4800,42.9,2.6,54.2,24.8,2.6,35.4,10479_to31,h0
4950,51.0,11.7,43.2,33.4,11.7,21.6,10479_to31,h0
5100,64.1,17.6,38.3,38.8,17.6,17.0,10479_to31,h0
5250,60.8,12.8,39.2,35.3,12.7,21.6,10479_to31,h0
0,1.6,0.0,124.6,0.5,0.0,124.7,10643_to70,h11
150,23.1,0.0,108.7,8.9,0.0,101.3,10643_to70,h11
300,33.2,0.6,83.9,14.1,0.5,70.3,10643_to70,h11
450,29.0,0.6,93.0,11.3,0.6,77.7,10643_to70,h11
600,30.5,0.5,86.8,13.5,0.5,69.3,10643_to70,h11
750,36.3,1.8,77.6,15.9,1.5,55.4,10643_to70,h11
900,65.2,12.8,38.9,32.6,11.9,18.2,10643_to70,h11
1050,104.3,29.3,23.0,51.3,27.2,7.1,10643_to70,h11
1200,109.5,41.0,20.0,60.3,39.5,4.6,10643_to70,h11
1350,114.3,47.8,17.0,64.2,44.8,3.8,10643_to70,h11
1500,132.8,59.2,15.0,67.6,53.0,2.7,10643_to70,h11
1650,130.0,58.6,15.8,68.8,54.7,2.5,10643_to70,h11
1800,134.5,62.2,13.2,68.0,53.8,2.6,10643_to70,h11
1950,140.4,73.4,12.3,71.5,61.7,1.7,10643_to70,h11
2100,148.6,80.2,11.3,72.4,63.8,1.5,10643_to70,h11
2250,155.7,83.7,11.0,68.7,55.2,2.5,10643_to70,h11
2400,187.3,123.7,8.0,75.0,69.0,1.2,10643_to70,h11
2550,179.8,114.5,8.3,71.1,62.5,1.7,10643_to70,h11
2700,165.2,95.7,9.2,67.0,53.6,2.5,10643_to70,h11
2850,185.4,120.5,7.7,70.5,62.5,1.6,10643_to70,h11
3000,195.1,124.8,7.2,67.5,56.9,2.1,10643_to70,h11
3150,174.2,102.7,9.2,68.3,57.5,2.1,10643_to70,h11
3300,179.4,112.1,7.8,69.1,58.7,1.9,10643_to70,h11
3450,168.8,92.4,9.8,67.1,55.0,2.2,10643_to70,h11
3600,143.8,73.9,11.0,60.0,45.1,3.2,10643_to70,h11
3750,144.2,78.6,11.2,62.7,52.3,2.2,10643_to70,h11
3900,161.6,96.6,9.5,64.9,56.4,1.9,10643_to70,h11
4050,194.2,131.4,6.9,67.9,62.2,1.2,10643_to70,h11
4200,195.6,123.9,6.9,63.5,57.1,1.5,10643_to70,h11
4350,199.4,132.7,6.8,64.5,61.3,0.9,10643_to70,h11
4500,188.3,112.7,7.6,61.8,55.3,1.5,10643_to70,h11
4650,163.0,87.3,9.8,59.6,49.8,2.1,10643_to70,h11
4800,160.7,93.4,9.7,59.3,49.7,2.1,10643_to70,h11
4950,173.4,109.1,8.0,62.5,54.8,1.7,10643_to70,h11
5100,158.6,94.4,9.5,62.8,52.6,2.3,10643_to70,h11
5250,142.6,69.0,12.2,56.9,42.7,3.4,10643_to70,h11
0,0.9,0.0,129.3,0.3,0.0,126.8,10682_to68,h11
150,21.5,0.1,104.5,9.4,0.0,91.5,10682_to68,h11
300,27.8,0.8,86.3,13.2,0.6,68.9,10682_to68,h11
450,49.2,9.7,51.5,28.3,9.3,27.4,10682_to68,h11
600,43.8,7.0,53.7,26.9,7.0,26.4,10682_to68,h11
750,61.1,16.2,39.8,36.3,15.1,15.7,10682_to68,h11
900,74.5,23.3,29.1,48.0,22.8,9.3,10682_to68,h11
1050,78.4,25.8,28.2,49.0,25.2,8.0,10682_to68,h11
1200,82.8,30.9,25.5,53.4,30.6,6.3,10682_to68,h11
1350,84.7,37.5,20.8,58.5,36.5,5.3,10682_to68,h11
1500,100.1,46.9,17.3,64.1,45.1,4.3,10682_to68,h11
1650,110.3,49.3,19.2,65.6,46.3,3.7,10682_to68,h11
1800,106.0,56.9,13.5,67.3,49.6,3.4,10682_to68,h11
1950,126.9,75.1,12.5,70.9,58.4,2.1,10682_to68,h11
2100,141.2,81.3,11.0,62.4,44.4,4.0,10682_to68,h11
2250,175.8,116.1,7.7,69.1,53.7,3.0,10682_to68,h11
2400,198.4,131.6,7.1,70.8,57.2,2.6,10682_to68,h11
2550,195.9,116.3,7.6,61.0,40.8,4.7,10682_to68,h11
2700,204.7,139.4,6.4,65.9,49.4,3.6,10682_to68,h11
2850,218.8,148.7,6.0,66.1,48.0,3.5,10682_to68,h11
3000,207.0,136.1,6.8,59.2,37.2,4.8,10682_to68,h11
3150,203.9,132.7,7.3,60.9,40.0,4.3,10682_to68,h11
3300,209.4,143.2,6.4,61.5,43.2,4.2,10682_to68,h11
3450,181.7,110.1,9.0,57.8,36.8,5.8,10682_to68,h11
3600,172.0,110.4,8.4,60.8,43.9,4.2,10682_to68,h11
3750,182.1,130.3,7.3,62.3,48.1,3.4,10682_to68,h11
3900,211.2,160.9,5.7,67.6,55.3,2.4,10682_to68,h11
4050,213.3,160.2,5.9,66.0,52.0,2.8,10682_to68,h11
4200,207.3,159.3,5.6,66.2,53.5,2.4,10682_to68,h11
4350,204.4,153.7,6.6,66.3,53.5,3.0,10682_to68,h11
4500,180.3,116.0,8.9,61.3,45.4,4.0,10682_to68,h11
4650,176.8,114.5,8.2,62.5,45.9,3.6,10682_to68,h11
4800,197.1,141.6,6.7,63.4,48.9,3.0,10682_to68,h11
4950,186.6,124.2,7.5,54.8,36.0,5.0,10682_to68,h11
5100,179.2,117.0,8.2,50.7,29.4,7.2,10682_to68,h11
5250,174.5,113.2,8.3,48.8,27.4,6.9,10682_to68,h11
150,5.7,0.0,122.6,1.8,0.0,126.7,10481_to32,h11
300,14.2,0.0,116.6,4.4,0.0,116.0,10481_to32,h11
450,14.6,0.0,115.4,4.6,0.0,115.0,10481_to32,h11
600,15.5,0.0,114.5,5.3,0.0,112.6,10481_to32,h11
750,15.8,0.0,116.1,5.4,0.0,114.9,10481_to32,h11
900,14.6,0.0,114.1,5.4,0.0,113.0,10481_to32,h11
1050,14.9,0.0,116.4,4.3,0.0,114.5,10481_to32,h11
1200,18.5,0.0,109.4,5.8,0.0,107.8,10481_to32,h11
1350,14.2,0.0,116.3,5.0,0.0,114.8,10481_to32,h11
1500,12.2,0.0,117.7,4.5,0.0,118.0,10481_to32,h11
1650,11.9,0.0,116.2,3.7,0.0,117.8,10481_to32,h11
1800,13.5,0.0,111.7,4.5,0.0,107.1,10481_to32,h11
1950,12.8,0.0,116.6,4.3,0.0,117.5,10481_to32,h11
2100,7.4,0.0,119.0,1.9,0.0,124.1,10481_to32,h11
2250,8.4,0.0,117.3,2.5,0.0,117.3,10481_to32,h11
2400,8.9,0.0,119.7,2.5,0.0,121.7,10481_to32,h11
2550,11.0,0.0,115.3,4.0,0.0,113.1,10481_to32,h11
2700,9.0,0.0,117.4,2.8,0.0,115.5,10481_to32,h11
2850,8.8,0.0,115.4,3.0,0.0,118.8,10481_to32,h11
3000,7.5,0.0,119.6,1.9,0.0,121.4,10481_to32,h11
3150,7.3,0.0,118.1,2.8,0.0,122.4,10481_to32,h11
3300,7.8,0.0,117.7,2.8,0.0,117.7,10481_to32,h11
3450,8.1,0.0,117.0,2.3,0.0,119.2,10481_to32,h11
3600,7.2,0.0,118.8,1.8,0.0,120.8,10481_to32,h11
3750,6.4,0.0,117.2,1.5,0.0,115.9,10481_to32,h11
3900,8.6,0.0,118.3,2.7,0.0,120.5,10481_to32,h11
4050,9.4,0.0,120.7,2.8,0.0,121.5,10481_to32,h11
4200,8.6,0.0,117.0,3.3,0.0,117.8,10481_to32,h11
4350,10.1,0.0,114.4,3.5,0.0,111.0,10481_to32,h11
4500,12.3,0.0,114.7,3.9,0.0,112.4,10481_to32,h11
4650,8.2,0.0,110.3,2.3,0.0,102.3,10481_to32,h11
4800,13.9,6.5,54.9,8.9,6.5,22.3,10481_to32,h11
4950,25.2,18.2,31.1,19.7,18.2,6.6,10481_to32,h11
5100,32.7,25.5,23.6,26.8,25.5,3.9,10481_to32,h11
5250,41.9,34.6,18.2,35.8,34.6,2.6,10481_to32,h11
150,5.2,0.0,100.4,2.4,0.0,85.7,10483_to31,h11
300,12.2,0.0,111.0,4.7,0.0,99.5,10483_to31,h11
450,12.4,0.0,108.9,4.6,0.0,97.7,10483_to31,h11
600,13.6,0.1,107.7,5.4,0.0,97.8,10483_to31,h11
750,13.0,0.0,107.9,5.7,0.0,94.8,10483_to31,h11
900,13.8,0.0,105.3,6.5,0.0,92.5,10483_to31,h11
1050,13.5,0.0,109.0,4.8,0.0,94.0,10483_to31,h11
1200,16.3,0.2,98.6,6.3,0.1,81.2,10483_to31,h11
1350,12.8,0.0,107.5,5.4,0.0,96.1,10483_to31,h11
1500,10.3,0.0,106.4,4.7,0.0,95.0,10483_to31,h11
1650,11.4,0.1,99.6,4.8,0.1,89.6,10483_to31,h11
1800,12.6,0.0,100.3,5.1,0.0,86.3,10483_to31,h11
1950,12.2,0.1,102.8,5.3,0.1,91.3,10483_to31,h11
2100,7.2,0.0,108.9,2.4,0.0,96.6,10483_to31,h11
2250,6.2,0.0,111.8,2.5,0.0,105.6,10483_to31,h11
2400,7.8,0.0,110.9,2.8,0.0,101.6,10483_to31,h11
2550,10.7,0.0,99.2,4.9,0.0,84.7,10483_to31,h11
2700,7.4,0.0,113.6,2.9,0.0,107.1,10483_to31,h11
2850,7.9,0.0,101.4,4.0,0.0,91.8,10483_to31,h11
3000,6.4,0.0,114.4,2.4,0.0,105.4,10483_to31,h11
3150,7.1,0.0,98.9,3.5,0.0,86.6,10483_to31,h11
3300,7.2,0.0,107.0,3.1,0.0,94.0,10483_to31,h11
3450,7.1,0.1,106.4,2.8,0.1,94.2,10483_to31,h11
3600,5.6,0.0,113.6,2.1,0.0,104.6,10483_to31,h11
3750,4.8,0.0,113.5,1.6,0.0,108.3,10483_to31,h11
3900,6.7,0.0,113.8,2.6,0.0,111.3,10483_to31,h11
4050,6.7,0.0,117.0,2.3,0.0,108.8,10483_to31,h11
4200,14.7,7.5,49.8,10.9,7.5,27.7,10483_to31,h11
4350,32.4,18.9,28.5,26.4,18.8,10.8,10483_to31,h11
4500,49.7,36.7,20.9,40.9,36.2,4.7,10483_to31,h11
4650,59.5,50.6,10.2,52.9,49.2,1.8,10483_to31,h11
4800,74.4,69.5,6.1,67.2,66.5,0.4,10483_to31,h11
4950,80.6,76.2,6.1,75.3,75.3,0.0,10483_to31,h11
5100,81.2,76.4,6.1,76.0,76.0,0.0,10483_to31,h11
5250,86.2,79.5,6.7,76.0,76.0,0.0,10483_to31,h11
150,7.7,0.0,119.7,2.2,0.0,117.3,10638_to70,h11
300,14.7,0.0,112.1,4.0,0.0,106.8,10638_to70,h11
450,20.6,0.3,91.4,5.7,0.1,76.5,10638_to70,h11
600,19.7,0.0,98.5,6.0,0.0,92.1,10638_to70,h11
750,21.3,0.9,88.0,7.0,0.0,76.6,10638_to70,h11
900,27.0,0.8,76.2,7.5,0.0,68.4,10638_to70,h11
1050,21.6,0.2,91.2,7.2,0.1,73.1,10638_to70,h11
1200,27.4,0.1,86.4,7.7,0.1,74.3,10638_to70,h11
1350,19.6,0.0,96.9,5.7,0.0,82.0,10638_to70,h11
1500,16.3,0.1,95.9,4.5,0.0,81.7,10638_to70,h11
1650,20.3,0.0,100.4,5.6,0.0,79.5,10638_to70,h11
1800,22.1,0.0,94.2,7.1,0.0,76.6,10638_to70,h11
1950,19.4,0.0,102.9,5.5,0.0,87.5,10638_to70,h11
2100,14.9,0.0,101.6,4.6,0.0,85.2,10638_to70,h11
2250,16.7,0.0,95.6,5.1,0.0,72.6,10638_to70,h11
2400,18.9,0.0,96.3,5.7,0.0,80.5,10638_to70,h11
2550,18.1,0.0,94.1,5.6,0.0,65.3,10638_to70,h11
2700,16.0,0.0,95.1,4.9,0.0,73.4,10638_to70,h11
2850,15.6,0.0,95.8,5.0,0.0,75.2,10638_to70,h11
3000,15.2,0.0,98.3,5.0,0.0,81.2,10638_to70,h11
3150,20.4,0.1,92.5,6.8,0.1,77.1,10638_to70,h11
3300,19.8,0.0,77.9,6.7,0.0,68.7,10638_to70,h11
3450,23.3,0.0,78.5,6.3,0.0,71.0,10638_to70,h11
3600,20.8,0.0,79.4,6.2,0.0,70.4,10638_to70,h11
3750,19.0,0.0,77.8,5.7,0.0,66.5,10638_to70,h11
3900,20.1,0.0,78.8,4.5,0.0,69.7,10638_to70,h11
4050,20.8,0.0,76.6,5.3,0.0,64.5,10638_to70,h11
4200,23.4,0.0,73.7,7.7,0.0,60.0,10638_to70,h11
4350,30.8,1.4,67.7,8.8,0.8,61.6,10638_to70,h11
4500,42.3,13.0,40.6,13.9,7.5,25.3,10638_to70,h11
4650,59.2,22.0,29.7,20.2,12.1,18.3,10638_to70,h11
4800,54.5,25.6,25.7,19.0,14.8,13.0,10638_to70,h11
4950,53.6,20.2,34.6,18.9,12.0,21.6,10638_to70,h11
5100,47.1,14.8,40.5,15.3,8.1,27.7,10638_to70,h11
5250,25.6,3.8,66.7,9.0,2.2,50.3,10638_to70,h11
150,10.9,0.0,118.4,4.1,0.0,117.1,10645_to68,h11
300,16.6,0.0,114.1,6.4,0.0,111.2,10645_to68,h11
450,23.4,0.3,102.0,8.0,0.1,96.7,10645_to68,h11
600,19.8,0.0,108.1,7.5,0.0,108.2,10645_to68,h11
750,20.9,0.9,101.9,7.7,0.0,101.8,10645_to68,h11
900,22.6,0.6,99.6,7.9,0.0,101.6,10645_to68,h11
1050,21.4,0.2,106.3,7.9,0.1,101.2,10645_to68,h11
1200,20.9,0.0,114.1,5.9,0.0,113.7,10645_to68,h11
1350,18.7,0.0,106.4,6.0,0.0,105.3,10645_to68,h11
1500,16.2,0.1,110.5,4.8,0.0,112.7,10645_to68,h11
1650,19.0,0.0,113.6,6.0,0.0,109.3,10645_to68,h11
1800,19.9,0.0,114.3,7.1,0.0,111.8,10645_to68,h11
1950,19.4,0.0,114.3,6.9,0.0,110.2,10645_to68,h11
2100,14.6,0.0,115.5,5.6,0.0,114.4,10645_to68,h11
2250,14.8,0.0,115.9,4.9,0.0,114.0,10645_to68,h11
2400,17.4,0.0,114.4,6.4,0.0,113.7,10645_to68,h11
2550,18.8,0.0,101.4,7.4,0.0,82.5,10645_to68,h11
2700,14.2,0.0,115.4,4.3,0.0,115.1,10645_to68,h11
2850,14.0,0.0,112.9,5.1,0.0,110.4,10645_to68,h11
3000,15.1,0.0,113.8,5.7,0.0,109.9,10645_to68,h11
3150,18.1,0.0,113.3,7.1,0.0,109.9,10645_to68,h11
3300,19.7,0.0,86.2,7.3,0.0,85.4,10645_to68,h11
3450,24.9,0.0,83.7,8.1,0.0,83.5,10645_to68,h11
3600,22.7,0.0,82.8,9.2,0.0,78.9,10645_to68,h11
3750,19.2,0.0,85.3,7.1,0.0,84.6,10645_to68,h11
3900,20.0,0.0,84.7,5.0,0.0,84.7,10645_to68,h11
4050,20.5,0.0,84.8,5.7,0.0,84.9,10645_to68,h11
4200,21.5,0.0,85.4,7.4,0.0,84.7,10645_to68,h11
4350,29.8,0.2,81.6,9.9,0.1,81.8,10645_to68,h11
4500,23.1,0.0,83.3,6.3,0.0,84.0,10645_to68,h11
4650,17.6,0.1,103.0,5.4,0.0,101.7,10645_to68,h11
4800,16.5,0.0,84.8,4.8,0.0,84.4,10645_to68,h11
4950,22.6,0.0,100.1,8.9,0.0,89.7,10645_to68,h11
5100,16.9,0.0,115.4,5.7,0.0,114.0,10645_to68,h11
5250,17.0,0.3,111.2,5.8,0.0,111.6,10645_to68,h11
0,4.5,0.0,119.9,1.9,0.0,118.5,10491_to32,h11
150,22.3,0.0,108.1,9.1,0.0,97.4,10491_to32,h11
300,29.5,0.6,81.6,11.3,0.2,70.2,10491_to32,h11
450,31.0,0.2,90.1,12.1,0.1,72.7,10491_to32,h11
600,30.7,0.8,87.6,13.3,0.5,72.6,10491_to32,h11
750,37.0,0.6,76.2,15.9,0.6,51.9,10491_to32,h11
900,31.8,0.9,85.2,13.0,0.4,68.9,10491_to32,h11
1050,38.2,1.6,72.5,17.0,1.6,45.8,10491_to32,h11
1200,29.2,0.2,83.2,13.4,0.2,61.3,10491_to32,h11
1350,31.2,0.3,84.7,14.3,0.3,66.7,10491_to32,h11
1500,28.9,0.0,91.8,10.9,0.0,77.0,10491_to32,h11
1650,34.2,0.3,87.1,12.8,0.3,65.4,10491_to32,h11
1800,34.1,1.0,75.5,15.0,1.0,51.9,10491_to32,h11
1950,29.5,0.5,83.4,13.5,0.5,61.3,10491_to32,h11
2100,29.8,0.3,80.9,13.2,0.3,57.0,10491_to32,h11
2250,31.2,0.1,80.8,14.2,0.1,57.7,10491_to32,h11
2400,31.7,0.4,76.4,15.0,0.4,51.4,10491_to32,h11
2550,30.3,0.6,79.8,14.0,0.6,56.1,10491_to32,h11
2700,25.2,0.2,90.6,11.9,0.2,70.6,10491_to32,h11
2850,24.5,0.3,85.2,12.3,0.3,63.6,10491_to32,h11
3000,28.6,0.1,86.1,12.5,0.1,63.0,10491_to32,h11
3150,29.0,0.0,89.1,12.4,0.0,67.8,10491_to32,h11
3300,34.9,0.0,79.8,12.5,0.0,68.1,10491_to32,h11
3450,34.6,0.0,79.7,10.8,0.0,72.1,10491_to32,h11
