no,name,lanes,len_m,lnChg,from_lane,from_pos,to_lane,to_pos
1220008703,,2,152,200,,,,
1220009402,,3,82,200,,,,
1220009403,,3,92,200,,,,
1220009502,,3,156,200,,,,
1220009503,,3,127,200,,,,
1220009600,,1,181,200,,,,
1220009700,,1,121,200,,,,
1220011001,,2,395,200,,,,
1220011003,,2,141,200,,,,
1220011101,,2,390,200,,,,
1220011103,,2,139,200,,,,
1220011200,,1,276,200,,,,
1220011300,,1,274,200,,,,
1220011403,,3,33,200,,,,
1220011503,,5,226,200,,,,
1220012001,,2,414,200,,,,
1220012002,,2,80,200,,,,
1220012003,,2,114,200,,,,
1220012101,,2,21,200,,,,
1220012102,,2,85,200,,,,
1220012103,,2,112,200,,,,
1220012402,,4,17,200,,,,
1220012502,,5,233,200,,,,
1220012600,,3,170,200,,,,
1220012700,,3,163,200,,,,
1220013000,,1,53,200,,,,
1220013100,,1,279,200,,,,
1220013600,,2,218,200,,,,
1220013700,,2,222,200,,,,
1220014000,,4,106,200,,,,
1220014100,,3,122,200,,,,
1220014201,,5,177,200,,,,
1220014203,,4,203,200,,,,
1220014303,,5,167,200,,,,
1220015000,,4,34,200,,,,
1220015100,,3,235,200,,,,
1220015600,,2,173,200,,,,
1220015700,,2,146,200,,,,
1220016001,,5,11,200,,,,
1220016101,,3,528,200,,,,
1220017202,,2,164,200,,,,
1220017300,,2,165,200,,,,
1220018201,,3,287,200,,,,
1220018202,,3,148,200,,,,
1220018301,,4,41,200,,,,
1220018302,,3,91,200,,,,
1220018401,,5,170,200,,,,
1220018402,,4,14,200,,,,
1220018403,,4,146,200,,,,
1220018404,,4,128,200,,,,
1220018501,,4,183,200,,,,
1220018502,,4,99,200,,,,
1220018503,,4,10,200,,,,
1220018504,,5,97,200,,,,
1220019201,,3,252,200,,,,
1220019301,,4,258,200,,,,
1220019303,,3,57,200,,,,
1220020804,,4,118,200,,,,
1220020904,,5,177,200,,,,
1220021201,,5,69,200,,,,
1220021203,,4,200,200,,,,
1220021204,,4,156,200,,,,
1220021301,,4,142,200,,,,
1220021303,,4,141,200,,,,
1220021304,,4,114,200,,,,
1220021801,,4,124,200,,,,
1220021802,,4,119,200,,,,
1220021803,,3,179,200,,,,
1220021902,,3,27,200,,,,
1220021903,,4,116,200,,,,
1220021904,,4,18,200,,,,
1220022501,,5,67,200,,,,
1220022504,,4,103,200,,,,
1220022601,,4,85,200,,,,
1220022604,,5,87,200,,,,
1220023101,,3,111,200,,,,
1220023201,,3,115,200,,,,
1220024201,,5,125,200,,,,
1220024301,,4,121,200,,,,
1220024801,,4,156,200,,,,
1220024901,,3,159,200,,,,
1220042200,,2,901,200,,,,
1220042300,,2,897,200,,,,
1220043200,,3,16,200,,,,
1220043300,,2,205,200,,,,
1220044400,,2,693,200,,,,
1220044500,,2,691,200,,,,
1220061100,,3,714,200,,,,
1220061200,,6,104,200,,,,
