no,role,is_connector,lane_count,length_m,orientation,start_xy,end_xy,centroid_xy,from_link,to_link,name
10121,urban_road,True,1,61.725,NS,"[-5749994.874, -968674.346]","[-5750010.925, -968727.311]","[-5749996.874, -968703.931]",37,31,
10122,urban_road,True,1,101.486,EW,"[-5749880.297, -968700.246]","[-5749968.991, -968666.171]","[-5749928.691, -968690.246]",29,38,
10123,urban_road,True,1,19.432,EW,"[-5746858.977, -967447.748]","[-5746842.09, -967453.937]","[-5746849.823, -967449.135]",1210021304,1220001900,
10124,urban_road,True,3,68.932,NS,"[-5749978.406, -968706.252]","[-5749942.428, -968765.049]","[-5749960.417, -968735.65]",37,39,
10125,urban_road,True,4,50.399,EW,"[-5746814.663, -967408.335]","[-5746861.786, -967426.112]","[-5746836.82, -967416.895]",1220061200,1220021204,
10126,urban_road,True,2,42.992,NS,"[-5746812.263, -967418.078]","[-5746833.899, -967450.817]","[-5746827.115, -967432.682]",1220061200,1220001900,
10127,urban_road,True,1,17.425,EW,"[-5746873.771, -967420.425]","[-5746887.471, -967430.47]","[-5746879.94, -967426.149]",63,1220021204,
10128,urban_road,True,4,47.826,NS,"[-5746857.221, -967409.217]","[-5746836.981, -967452.5]","[-5746847.456, -967430.995]",1220002202,1220001900,
10129,urban_road,True,4,12.326,EW,"[-5747321.913, -967597.092]","[-5747333.529, -967601.216]","[-5747327.721, -967599.154]",1220021203,1220021201,
10130,urban_road,True,1,12.315,EW,"[-5747320.25, -967602.074]","[-5747330.875, -967608.232]","[-5747325.56, -967605.161]",1220021203,1220021201,
10131,urban_road,True,4,20.207,EW,"[-5747001.176, -967496.038]","[-5746982.563, -967488.172]","[-5746991.87, -967492.105]",1220021304,1210021304,
10132,urban_road,True,1,20.618,EW,"[-5747002.836, -967491.534]","[-5746985.392, -967480.689]","[-5746994.116, -967486.107]",1220021304,1210021304,
10133,urban_road,True,4,13.987,EW,"[-5747006.642, -967479.539]","[-5747019.647, -967484.685]","[-5747013.145, -967482.112]",1220021204,1210021204,
10134,urban_road,True,1,14.299,EW,"[-5747005.396, -967484.195]","[-5747017.097, -967492.274]","[-5747011.25, -967488.226]",1220021204,1210021204,
10135,urban_road,True,4,31.544,EW,"[-5747108.073, -967518.46]","[-5747137.87, -967528.814]","[-5747122.972, -967523.637]",1210021204,1220021203,
10136,urban_road,True,4,31.773,EW,"[-5747136.23, -967544.114]","[-5747105.816, -967535.004]","[-5747121.039, -967539.514]",1220021303,1220021304,
10137,urban_road,True,1,37.534,NS,"[-5747103.378, -967525.195]","[-5747120.791, -967553.502]","[-5747116.778, -967538.112]",1210021204,92,
10138,urban_road,True,1,13.277,EW,"[-5747135.462, -967549.399]","[-5747123.824, -967553.943]","[-5747129.17, -967550.779]",1220021303,92,
10139,urban_road,True,1,26.788,EW,"[-5747118.531, -967549.756]","[-5747138.983, -967534.794]","[-5747127.49, -967540.498]",91,1220021203,
10140,urban_road,True,1,16.593,DIAG,"[-5747114.769, -967551.403]","[-5747104.858, -967539.77]","[-5747111.251, -967544.914]",91,1220021304,
10141,urban_road,True,3,6.992,NS,"[-5747427.874, -967603.524]","[-5747430.48, -967597.036]","[-5747429.177, -967600.28]",1220021902,94,
10142,urban_road,True,1,9.775,EW,"[-5747384.908, -967615.015]","[-5747394.511, -967615.554]","[-5747389.778, -967615.697]",1220021201,96,
10143,urban_road,True,1,5.824,NS,"[-5747422.641, -967599.704]","[-5747425.075, -967594.413]","[-5747423.858, -967597.059]",96,94,
10144,urban_road,True,3,23.538,NS,"[-5747491.741, -967485.694]","[-5747482.969, -967507.536]","[-5747487.355, -967496.615]",1220021802,1220021801,
10145,urban_road,True,1,19.838,EW,"[-5747485.851, -967483.19]","[-5747467.613, -967484.397]","[-5747477.477, -967485.544]",1220021802,98,
10146,urban_road,True,4,22.472,NS,"[-5747469.656, -967500.474]","[-5747478.554, -967479.838]","[-5747474.105, -967490.156]",94,1220021903,
10147,urban_road,True,1,12.483,NS,"[-5747465.618, -967498.468]","[-5747466.173, -967487.059]","[-5747467.016, -967492.286]",94,98,
10148,urban_road,True,1,11.937,EW,"[-5747463.295, -967476.541]","[-5747474.179, -967477.859]","[-5747469.178, -967478.237]",97,1220021903,
10149,urban_road,True,1,32.107,NS,"[-5747464.902, -967480.364]","[-5747480.169, -967505.564]","[-5747475.434, -967491.735]",97,1220021801,
10150,urban_road,True,4,12.371,NS,"[-5747542.727, -967326.775]","[-5747547.334, -967315.294]","[-5747545.031, -967321.034]",1220021904,1210021904,
10151,urban_road,True,1,10.343,DIAG,"[-5747547.522, -967327.674]","[-5747554.101, -967319.811]","[-5747550.783, -967323.731]",1220021904,1210021904,
10152,urban_road,True,4,35.107,NS,"[-5747523.675, -967373.748]","[-5747537.175, -967341.34]","[-5747530.425, -967357.544]",1220021903,1220021904,
10153,urban_road,True,3,36.795,NS,"[-5747550.152, -967347.222]","[-5747536.018, -967381.194]","[-5747543.085, -967364.208]",1220021803,1220021802,
10154,urban_road,True,3,23.035,EW,"[-5747469.491, -967089.841]","[-5747491.188, -967097.578]","[-5747480.339, -967093.709]",105,1220024201,
10155,urban_road,True,1,22.395,EW,"[-5747468.191, -967092.768]","[-5747487.991, -967103.186]","[-5747478.093, -967097.971]",105,1220024201,
10156,urban_road,True,3,8.862,EW,"[-5747370.813, -967051.153]","[-5747379.366, -967053.471]","[-5747375.09, -967052.312]",106,105,
10157,urban_road,True,1,8.193,EW,"[-5747370.283, -967054.389]","[-5747376.761, -967059.322]","[-5747373.522, -967056.855]",106,105,
10158,urban_road,True,3,15.626,NS,"[-5747707.069, -966982.458]","[-5747701.619, -966997.103]","[-5747704.344, -966989.781]",113,1220024801,
10159,urban_road,True,1,14.125,NS,"[-5747704.142, -966981.165]","[-5747696.444, -966992.962]","[-5747700.304, -966987.068]",113,1220024801,
10160,urban_road,True,3,14.135,EW,"[-5747207.291, -966985.242]","[-5747220.396, -966990.537]","[-5747213.843, -966987.89]",111,110,
10161,urban_road,True,1,15.119,EW,"[-5747204.959, -966987.794]","[-5747217.411, -966996.24]","[-5747211.194, -966991.994]",111,110,
10162,urban_road,True,3,25.699,EW,"[-5747278.228, -967013.337]","[-5747301.887, -967023.372]","[-5747290.058, -967018.354]",110,106,
10163,urban_road,True,3,11.575,EW,"[-5747737.609, -967197.056]","[-5747748.127, -967201.888]","[-5747742.868, -967199.472]",1220022504,114,
10164,urban_road,True,1,12.157,DIAG,"[-5747736.608, -967200.102]","[-5747745.902, -967207.784]","[-5747741.256, -967203.94]",1220022504,114,
10165,urban_road,True,4,17.65,EW,"[-5747736.734, -967212.833]","[-5747720.564, -967205.758]","[-5747728.649, -967209.296]",116,1220022604,
10166,urban_road,True,1,17.905,EW,"[-5747738.952, -967208.554]","[-5747724.143, -967198.587]","[-5747731.386, -967203.524]",116,1220022604,
10167,urban_road,True,4,43.545,NS,"[-5746815.126, -967447.583]","[-5746830.767, -967406.953]","[-5746822.983, -967427.284]",1220002001,1220002302,
10168,urban_road,True,1,16.44,NS,"[-5747643.469, -967138.249]","[-5747645.404, -967153.107]","[-5747642.87, -967146.777]",1220024801,1220022504,
10169,urban_road,True,1,39.399,EW,"[-5747634.045, -967135.841]","[-5747602.056, -967153.163]","[-5747619.448, -967147.927]",1220024801,1220024301,
10170,urban_road,True,2,46.118,EW,"[-5746824.738, -967451.811]","[-5746860.947, -967429.214]","[-5746841.156, -967436.528]",1220002001,1220021204,
10171,urban_road,True,1,18.307,NS,"[-5746803.216, -967461.512]","[-5746804.317, -967443.462]","[-5746804.472, -967452.6]",1220002001,65,
10172,urban_road,True,1,14.8,NS,"[-5747576.557, -967760.608]","[-5747576.327, -967747.772]","[-5747578.365, -967752.313]",459,1210018504,
10173,urban_road,True,4,49.353,EW,"[-5747646.024, -967175.687]","[-5747600.122, -967157.558]","[-5747623.063, -967166.661]",1220022604,1220024301,
10174,urban_road,True,1,40.546,NS,"[-5747649.07, -967168.289]","[-5747630.452, -967136.074]","[-5747636.126, -967153.677]",1220022604,1220024901,
10175,urban_road,True,1,32.674,EW,"[-5747579.605, -967755.625]","[-5747608.899, -967748.391]","[-5747593.477, -967748.993]",459,1220018403,
10176,urban_road,True,4,41.935,EW,"[-5747604.893, -967142.669]","[-5747644.018, -967157.723]","[-5747623.276, -967149.588]",1220024201,1220022504,
10177,urban_road,True,1,21.173,EW,"[-5747605.099, -967137.503]","[-5747624.475, -967133.768]","[-5747616.012, -967137.286]",1220024201,1220024901,
10178,urban_road,True,1,26.189,NS,"[-5747586.581, -967739.262]","[-5747582.444, -967762.877]","[-5747586.991, -967750.413]",118,460,
10179,urban_road,True,4,11.599,EW,"[-5747548.428, -967708.014]","[-5747558.29, -967714.118]","[-5747553.359, -967711.066]",1220018404,118,
10180,urban_road,True,1,12.153,DIAG,"[-5747546.322, -967712.339]","[-5747554.517, -967721.175]","[-5747550.418, -967716.761]",1220018404,118,
10181,urban_road,True,4,12.565,EW,"[-5747530.778, -967717.088]","[-5747520.186, -967710.329]","[-5747525.482, -967713.708]",1210018504,1220018504,
10182,urban_road,True,1,13.068,DIAG,"[-5747532.778, -967712.709]","[-5747523.92, -967703.248]","[-5747528.356, -967707.991]",1210018504,1220018504,
10183,urban_road,True,4,9.207,EW,"[-5747737.598, -967816.359]","[-5747745.538, -967821.019]","[-5747741.568, -967818.689]",1220018403,1220018402,
10184,urban_road,True,4,11.504,EW,"[-5747721.316, -967825.994]","[-5747711.444, -967820.089]","[-5747716.38, -967823.042]",1220018503,122,
10185,urban_road,True,1,11.593,DIAG,"[-5747723.385, -967821.645]","[-5747715.554, -967813.223]","[-5747719.473, -967817.429]",1220018503,122,
10186,urban_road,True,4,10.454,EW,"[-5747738.209, -967835.361]","[-5747728.983, -967830.446]","[-5747733.596, -967832.903]",1220018502,1220018503,
10187,urban_road,True,4,11.72,EW,"[-5747756.409, -967827.334]","[-5747766.625, -967833.078]","[-5747761.517, -967830.206]",1220018402,121008402,
10188,urban_road,True,1,11.527,DIAG,"[-5747754.24, -967831.626]","[-5747762.259, -967839.796]","[-5747758.256, -967835.717]",1220018402,121008402,
10189,urban_road,True,4,29.572,EW,"[-5747604.031, -967758.749]","[-5747578.651, -967743.572]","[-5747591.341, -967751.161]",122,1210018504,
10190,urban_road,True,4,23.453,EW,"[-5747590.529, -967732.304]","[-5747610.865, -967743.986]","[-5747600.697, -967738.145]",118,1220018403,
10191,urban_road,True,4,31.226,EW,"[-5747831.229, -967870.047]","[-5747857.84, -967886.385]","[-5747844.535, -967878.216]",121008402,1210018401,
10192,urban_road,True,4,31.728,EW,"[-5747850.358, -967900.533]","[-5747823.309, -967883.949]","[-5747836.833, -967892.241]",128,1220018502,
10193,urban_road,True,4,11.361,EW,"[-5747923.087, -967922.94]","[-5747932.565, -967929.204]","[-5747927.826, -967926.072]",1210018401,1220018401,
10194,urban_road,True,1,11.705,DIAG,"[-5747920.628, -967927.065]","[-5747928.129, -967935.883]","[-5747924.383, -967931.466]",1210018401,1220018401,
10195,urban_road,True,4,11.569,EW,"[-5747913.369, -967936.272]","[-5747903.468, -967930.288]","[-5747908.418, -967933.28]",1220018501,128,
10196,urban_road,True,1,10.957,DIAG,"[-5747914.732, -967931.513]","[-5747907.53, -967923.394]","[-5747911.136, -967927.443]",1220018501,128,
10197,urban_road,True,4,48.509,EW,"[-5747436.499, -967662.497]","[-5747393.156, -967640.889]","[-5747417.434, -967652.316]",1220018504,1220021301,
10198,urban_road,True,1,36.015,NS,"[-5747440.515, -967655.578]","[-5747421.197, -967628.26]","[-5747429.159, -967644.455]",1220018504,1220021902,
10199,urban_road,True,1,21.499,EW,"[-5747434.949, -967667.163]","[-5747416.769, -967675.79]","[-5747425.649, -967669.608]",1220018504,1220018202,
10200,urban_road,True,4,46.392,EW,"[-5747397.699, -967624.427]","[-5747438.922, -967645.571]","[-5747418.557, -967634.466]",1220021201,1220018404,
10201,urban_road,True,1,46.72,NS,"[-5747395.148, -967631.48]","[-5747411.106, -967671.221]","[-5747407.406, -967649.488]",1220021201,1220018202,
10202,urban_road,True,3,58.189,NS,"[-5747435.426, -967618.39]","[-5747414.32, -967672.608]","[-5747424.517, -967646.872]",1220021801,1220018202,
10203,urban_road,True,1,43.677,EW,"[-5747429.097, -967616.476]","[-5747394.938, -967635.95]","[-5747415.433, -967629.67]",1220021801,1220021301,
10204,urban_road,True,1,25.615,NS,"[-5747438.425, -967619.528]","[-5747441.252, -967641.374]","[-5747436.967, -967635.192]",1220021801,1220018404,
10205,urban_road,True,3,47.909,NS,"[-5747399.901, -967670.785]","[-5747418.6, -967626.676]","[-5747409.771, -967647.4]",1210018302,1220021902,
10206,urban_road,True,1,42.134,DIAG,"[-5747406.338, -967673.536]","[-5747436.335, -967649.621]","[-5747419.968, -967657.507]",1210018302,1220018404,
10207,urban_road,True,1,26.415,NS,"[-5747396.671, -967669.438]","[-5747391.375, -967645.828]","[-5747396.416, -967656.582]",1210018302,1220021301,
10208,urban_road,True,3,19.205,NS,"[-5747357.359, -967806.423]","[-5747349.698, -967824.034]","[-5747353.529, -967815.229]",1220018202,1210018202,
10209,urban_road,True,3,17.715,NS,"[-5747337.301, -967818.187]","[-5747343.933, -967801.761]","[-5747340.617, -967809.974]",1220018302,1210018302,
10210,urban_road,True,1,18.385,NS,"[-5747340.554, -967819.481]","[-5747350.542, -967804.109]","[-5747345.537, -967811.791]",1220018302,1210018302,
10211,urban_road,True,3,17.314,NS,"[-5747270.892, -967972.725]","[-5747277.641, -967956.78]","[-5747274.267, -967964.752]",136,1220018301,
10212,urban_road,True,3,20.007,NS,"[-5747256.99, -968008.97]","[-5747263.681, -967990.115]","[-5747260.336, -967999.543]",1220015100,136,
10213,urban_road,True,1,19.496,NS,"[-5747260.285, -968010.168]","[-5747269.952, -967993.268]","[-5747265.132, -968001.724]",1220015100,136,
10214,urban_road,True,1,16.638,NS,"[-5747277.609, -967974.802]","[-5747284.098, -967959.482]","[-5747280.85, -967967.141]",136,1220018301,
10215,urban_road,True,1,18.52,NS,"[-5747263.634, -967970.42]","[-5747274.412, -967955.429]","[-5747269.204, -967963.016]",138,1220018301,
10216,urban_road,True,3,22.97,NS,"[-5747292.392, -967921.609]","[-5747302.674, -967901.073]","[-5747296.036, -967914.411]",1220018301,1220018302,
10217,urban_road,True,1,20.854,EW,"[-5747298.138, -967925.984]","[-5747316.947, -967922.745]","[-5747306.802, -967922.41]",1220018301,140,
10218,urban_road,True,3,24.46,NS,"[-5747315.851, -967906.338]","[-5747305.3, -967928.401]","[-5747309.253, -967920.234]",1210018202,1220018201,
10219,urban_road,True,1,16.463,NS,"[-5747319.028, -967907.815]","[-5747317.167, -967922.851]","[-5747316.651, -967915.897]",1210018202,140,
10220,urban_road,True,1,27.329,NS,"[-5747316.258, -967925.743]","[-5747305.76, -967902.766]","[-5747308.586, -967915.172]",141,1220018302,
10221,urban_road,True,1,13.169,EW,"[-5747318.774, -967926.958]","[-5747308.175, -967930.587]","[-5747312.193, -967927.11]",141,1220018201,
10222,urban_road,True,1,23.271,NS,"[-5747284.417, -967986.557]","[-5747284.758, -968009.595]","[-5747283.905, -967997.948]",1220018201,142,
10223,urban_road,True,3,5.299,NS,"[-5747193.909, -968190.824]","[-5747191.612, -968195.6]","[-5747192.761, -968193.212]",1220018201,1220015000,
10224,urban_road,True,1,7.489,DIAG,"[-5747190.959, -968188.818]","[-5747185.542, -968193.805]","[-5747188.409, -968191.072]",1220018201,1220015000,
10225,urban_road,True,2,29.419,EW,"[-5746894.832, -968180.279]","[-5746923.121, -968188.145]","[-5746908.843, -968184.67]",1210015600,1220013600,
10226,urban_road,True,2,30.72,EW,"[-5746922.336, -968194.506]","[-5746892.773, -968186.346]","[-5746907.429, -968190.872]",1220013700,1220015700,
10227,urban_road,True,1,22.338,NS,"[-5746894.165, -968181.897]","[-5746906.537, -968198.356]","[-5746902.33, -968189.273]",1210015600,1220013000,
10228,urban_road,True,1,18.085,EW,"[-5746923.216, -968196.285]","[-5746906.492, -968198.474]","[-5746913.686, -968195.987]",1220013700,1220013000,
10229,urban_road,True,1,23.012,EW,"[-5746903.026, -968197.509]","[-5746923.157, -968189.776]","[-5746912.111, -968191.868]",1220013100,1220013600,
10230,urban_road,True,1,15.699,DIAG,"[-5746903.092, -968197.318]","[-5746892.13, -968187.973]","[-5746899.03, -968192.085]",1220013100,1220015700,
10231,urban_road,True,3,14.19,NS,"[-5747095.954, -968397.7]","[-5747100.483, -968384.253]","[-5747098.219, -968390.977]",1220012700,1210012700,
10232,urban_road,True,1,14.874,NS,"[-5747099.003, -968398.698]","[-5747106.684, -968386.001]","[-5747102.839, -968392.345]",1220012700,1210012700,
10233,urban_road,True,3,14.433,NS,"[-5747103.469, -968412.451]","[-5747098.314, -968425.932]","[-5747100.892, -968419.192]",1220012600,1210012600,
10234,urban_road,True,1,13.84,NS,"[-5747100.325, -968411.682]","[-5747092.567, -968423.075]","[-5747096.44, -968417.376]",1220012600,1210012600,
10235,urban_road,True,3,36.2,NS,"[-5747180.368, -968223.397]","[-5747167.479, -968257.222]","[-5747173.937, -968240.325]",1220015000,1220012600,
10236,urban_road,True,1,22.432,NS,"[-5747183.861, -968223.296]","[-5747195.6, -968241.184]","[-5747187.903, -968232.16]",1220015000,1220012003,
10237,urban_road,True,1,38.422,EW,"[-5747174.332, -968221.525]","[-5747139.666, -968231.119]","[-5747158.636, -968229.23]",1220015000,1220013700,
10238,urban_road,True,2,60.59,EW,"[-5747136.559, -968225.659]","[-5747194.635, -968242.516]","[-5747165.868, -968233.155]",1220013600,1220012003,
10239,urban_road,True,1,30.948,EW,"[-5747135.83, -968223.906]","[-5747164.571, -968216.604]","[-5747152.332, -968221.847]",1220013600,1220015100,
10240,urban_road,True,1,44.536,DIAG,"[-5747136.282, -968227.234]","[-5747164.59, -968255.835]","[-5747154.559, -968239.267]",1220013600,1220012600,
10241,urban_road,True,2,58.247,EW,"[-5747194.72, -968249.481]","[-5747139.079, -968232.64]","[-5747167.161, -968240.163]",1220012103,1220013700,
10242,urban_road,True,1,39.355,DIAG,"[-5747195.321, -968247.998]","[-5747170.743, -968219.98]","[-5747179.66, -968234.532]",1220012103,1220015100,
10243,urban_road,True,1,28.67,EW,"[-5747194.996, -968251.319]","[-5747170.03, -968259.432]","[-5747182.334, -968252.608]",1220012103,1220012600,
10244,urban_road,True,3,43.089,NS,"[-5747152.227, -968257.939]","[-5747167.869, -968217.791]","[-5747160.322, -968237.085]",1210012700,1220015100,
10245,urban_road,True,1,42.317,EW,"[-5747158.443, -968259.655]","[-5747194.344, -968244.127]","[-5747173.263, -968249.255]",1210012700,1220012003,
10246,urban_road,True,1,27.758,NS,"[-5747149.145, -968257.018]","[-5747138.802, -968234.216]","[-5747146.559, -968244.098]",1210012700,1220013700,
10247,urban_road,True,3,11.009,NS,"[-5746993.522, -968648.757]","[-5746996.831, -968638.257]","[-5746995.176, -968643.507]",1220009503,1210009503,
10248,urban_road,True,3,34.057,NS,"[-5747049.865, -968545.547]","[-5747035.859, -968576.59]","[-5747042.862, -968561.069]",1210012600,1220009403,
10249,urban_road,True,3,32.469,NS,"[-5747021.992, -968576.453]","[-5747035.43, -968546.895]","[-5747026.89, -968565.74]",1210009503,1220012700,
10250,urban_road,True,1,30.234,EW,"[-5747043.889, -968543.255]","[-5747018.672, -968554.52]","[-5747032.268, -968551.699]",1210012600,1220011300,
10251,urban_road,True,1,27.934,EW,"[-5747027.825, -968579.109]","[-5747051.217, -968570.444]","[-5747039.117, -968571.403]",1210009503,1220009600,
10252,urban_road,True,1,25.711,NS,"[-5747052.805, -968546.819]","[-5747051.495, -968570.594]","[-5747049.473, -968561.781]",1210012600,1220009600,
10253,urban_road,True,1,22.539,NS,"[-5747018.916, -968575.532]","[-5747018.926, -968554.663]","[-5747020.801, -968564.886]",1210009503,1220011300,
10254,urban_road,True,1,36.5,EW,"[-5747049.986, -968573.758]","[-5747018.898, -968554.647]","[-5747034.422, -968564.238]",1210009700,1220011300,
10255,urban_road,True,1,14.294,EW,"[-5747050.927, -968574.268]","[-5747038.683, -968578.138]","[-5747044.695, -968574.71]",1210009700,1220009403,
10256,urban_road,True,1,30.114,NS,"[-5747050.091, -968573.815]","[-5747038.253, -968548.45]","[-5747041.57, -968562.065]",1210009700,1220012700,
10257,urban_road,True,1,37.234,EW,"[-5747020.2, -968551.375]","[-5747051.936, -968570.833]","[-5747036.05, -968561.137]",1220011200,1220009600,
10258,urban_road,True,1,14.444,EW,"[-5747020.432, -968551.507]","[-5747032.426, -968545.786]","[-5747026.359, -968550.16]",1220011200,1220012700,
10259,urban_road,True,1,29.139,NS,"[-5747020.214, -968551.383]","[-5747032.923, -968575.315]","[-5747029.08, -968562.471]",1220011200,1220009403,
10260,urban_road,True,3,10.625,NS,"[-5747001.333, -968661.079]","[-5746997.955, -968671.152]","[-5746999.644, -968666.116]",1220009403,1210009403,
10261,urban_road,True,1,10.682,NS,"[-5746998.421, -968659.745]","[-5746992.184, -968668.349]","[-5746995.299, -968664.046]",1220009403,1210009403,
10262,urban_road,True,1,15.091,EW,"[-5746941.742, -968778.938]","[-5746954.299, -968786.027]","[-5746947.354, -968781.265]",1210009502,167,
10263,urban_road,True,3,14.06,NS,"[-5746935.756, -968776.532]","[-5746943.33, -968764.687]","[-5746939.543, -968770.61]",1210009502,1220009503,
10264,urban_road,True,1,5.941,NS,"[-5746933.367, -968774.246]","[-5746932.994, -968769.034]","[-5746933.826, -968771.556]",1210009502,165,
10265,urban_road,True,3,21.967,NS,"[-5746958.553, -968762.694]","[-5746947.703, -968781.776]","[-5746952.834, -968773.113]",1210009403,1220009402,
10266,urban_road,True,1,23.597,EW,"[-5746952.811, -968759.867]","[-5746933.034, -968769.052]","[-5746943.692, -968766.527]",1210009403,165,
10267,urban_road,True,1,24.626,NS,"[-5746961.029, -968764.901]","[-5746955.447, -968787.615]","[-5746955.715, -968779.671]",1210009403,167,
10268,urban_road,True,1,7.626,EW,"[-5746953.316, -968790.491]","[-5746946.016, -968790.552]","[-5746949.905, -968789.995]",166,1220009402,
10269,urban_road,True,1,7.235,EW,"[-5746934.078, -968765.688]","[-5746940.38, -968763.433]","[-5746937.46, -968765.194]",164,1220009503,
10270,urban_road,True,3,17.198,DIAG,"[-5746905.488, -968841.88]","[-5746894.462, -968855.078]","[-5746899.975, -968848.479]",1220009402,168,
10271,urban_road,True,1,4.664,DIAG,"[-5746829.112, -968933.018]","[-5746826.203, -968936.643]","[-5746827.591, -968934.786]",168,170,
10272,urban_road,True,3,4.006,DIAG,"[-5746823.726, -968929.439]","[-5746821.142, -968932.5]","[-5746822.434, -968930.97]",168,1210009402,
10273,urban_road,True,1,9.241,EW,"[-5746800.868, -968928.997]","[-5746809.407, -968925.982]","[-5746805.347, -968927.87]",172,1220009502,
10274,urban_road,True,1,8.457,EW,"[-5746783.035, -968928.486]","[-5746791.243, -968929.637]","[-5746786.968, -968929.39]",1220000704,172,
10275,urban_road,True,3,8.572,DIAG,"[-5746902.355, -968824.631]","[-5746907.936, -968818.124]","[-5746905.146, -968821.377]",1220009502,1210009502,
10276,urban_road,True,1,9.655,EW,"[-5746905.057, -968826.383]","[-5746913.312, -968821.621]","[-5746909.21, -968824.021]",1220009502,1210009502,
10277,urban_road,True,4,8.236,EW,"[-5747175.14, -969239.018]","[-5747182.069, -969243.469]","[-5747178.604, -969241.244]",1220000502,176,
10278,urban_road,True,1,8.156,NS,"[-5747172.493, -969243.567]","[-5747177.418, -969249.979]","[-5747174.961, -969246.764]",1220000502,176,
10279,urban_road,True,1,9.988,NS,"[-5747553.247, -967348.122]","[-5747558.0, -967356.447]","[-5747554.885, -967352.28]",1220021803,463,
10280,urban_road,True,3,13.196,DIAG,"[-5746828.125, -969001.904]","[-5746818.673, -968992.696]","[-5746823.399, -968997.3]",174,173,
10281,urban_road,True,1,13.357,DIAG,"[-5746832.642, -968996.55]","[-5746823.068, -968987.236]","[-5746827.855, -968991.893]",174,173,
10282,urban_road,True,4,21.675,DIAG,"[-5746794.264, -968945.702]","[-5746810.595, -968959.935]","[-5746801.867, -968952.232]",1220000704,1220000502,
10283,urban_road,True,3,26.53,EW,"[-5746806.53, -968948.784]","[-5746782.805, -968957.704]","[-5746795.383, -968955.025]",1210009402,1220000803,
10284,urban_road,True,1,11.637,NS,"[-5746823.717, -968957.955]","[-5746828.101, -968968.508]","[-5746825.485, -968963.456]",170,1220000502,
10285,urban_road,True,3,17.906,EW,"[-5746796.629, -968972.764]","[-5746782.356, -968961.991]","[-5746790.831, -968968.449]",173,1220000803,
10286,urban_road,True,2,26.979,NS,"[-5746803.22, -968966.998]","[-5746801.664, -968941.964]","[-5746800.237, -968955.947]",173,1220009502,
10287,urban_road,True,4,7.987,EW,"[-5747710.872, -969611.008]","[-5747718.176, -969614.24]","[-5747714.524, -969612.624]",182,183,
10288,urban_road,True,1,8.214,DIAG,"[-5747708.475, -969615.692]","[-5747714.484, -969621.249]","[-5747711.486, -969618.46]",182,183,
10289,urban_road,True,4,9.515,EW,"[-5747345.182, -969381.282]","[-5747336.99, -969376.44]","[-5747341.086, -969378.861]",1220000402,178,
10290,urban_road,True,1,9.15,DIAG,"[-5747347.704, -969376.644]","[-5747341.511, -969369.961]","[-5747344.605, -969373.305]",1220000402,178,
10291,urban_road,True,4,8.946,EW,"[-5747305.3, -969331.847]","[-5747312.941, -969336.5]","[-5747309.121, -969334.173]",1220000300,182,
10292,urban_road,True,4,37.129,EW,"[-5747254.112, -969294.433]","[-5747283.923, -969316.557]","[-5747269.865, -969306.023]",176,1220000300,
10293,urban_road,True,4,37.598,EW,"[-5747282.085, -969338.181]","[-5747251.59, -969316.202]","[-5747264.625, -969325.735]",178,1220000600,
10294,urban_road,True,1,44.259,NS,"[-5747286.544, -969331.659]","[-5747288.141, -969295.492]","[-5747280.531, -969312.96]",178,1220007501,
10295,urban_road,True,1,19.312,EW,"[-5747279.015, -969341.898]","[-5747261.837, -969340.01]","[-5747268.067, -969338.321]",178,1220044400,
10296,urban_road,True,1,33.589,EW,"[-5747255.575, -969289.581]","[-5747285.689, -969293.424]","[-5747272.56, -969295.437]",176,1220007501,
10297,urban_road,True,1,43.262,NS,"[-5747249.357, -969300.868]","[-5747259.531, -969337.363]","[-5747259.67, -969318.875]",176,1220044400,
10298,urban_road,True,1,51.076,DIAG,"[-5747293.212, -969299.457]","[-5747262.015, -969339.83]","[-5747277.582, -969319.59]",1220007401,1220044400,
10299,urban_road,True,1,23.58,NS,"[-5747293.716, -969298.938]","[-5747297.432, -969319.765]","[-5747293.042, -969308.867]",1220007401,1220000300,
10300,urban_road,True,1,42.703,EW,"[-5747291.124, -969297.014]","[-5747254.122, -969311.572]","[-5747273.015, -969308.245]",1220007401,1220000600,
10301,urban_road,True,1,34.069,EW,"[-5747253.823, -969337.245]","[-5747280.993, -969320.917]","[-5747268.153, -969325.277]",1220044500,1220000300,
10302,urban_road,True,2,53.934,DIAG,"[-5747252.572, -969336.022]","[-5747286.9, -969294.474]","[-5747269.767, -969315.278]",1220044500,1220007501,
10303,urban_road,True,1,17.347,NS,"[-5747251.4, -969334.717]","[-5747248.638, -969320.544]","[-5747252.345, -969326.536]",1220044500,1220000600,
10304,urban_road,True,2,19.732,DIAG,"[-5747407.232, -969179.471]","[-5747393.594, -969193.731]","[-5747400.413, -969186.601]",1220007402,1220007401,
10305,urban_road,True,2,19.331,DIAG,"[-5747388.617, -969189.671]","[-5747401.974, -969175.697]","[-5747395.295, -969182.684]",1220007501,1220007502,
10306,urban_road,True,1,16.109,EW,"[-5747405.746, -969178.703]","[-5747391.004, -969176.78]","[-5747398.418, -969179.275]",1220007402,190,
